Data,Casos Confirmats,PCR+TAR,PCR,TAR,EXITUS,Ingressos Hospital dia, INGRESSOS UCI dia,UCI ingressats,Hospitals ingressats,Positivitat,Positius last 7,IA 7,IA 14,RT Proves,RT casos,RT Hospi,Rt UCI,Ingressos UCI 7 dies,Ingressos Hosp 7 dies,Casos/UCI (6 dies),Casos confirmats últims 7 dies,Proves últims 7 dies,Ràtio Hospitalitzats/UCI
16/09/2020,1381,17800,17800,0,14,92,13,134,762,"7,76","7,80","92,93","186,08","0,91","1,00","1,01","1,00","11,29","80,57","91,13",7128,91418,"7,14"
17/09/2020,1306,19166,19165,1,12,84,10,132,766,"6,81","7,80","93,12","186,98","0,90","0,99","0,97","0,87","10,71","80,00","85,35",7142,91553,"7,47"
18/09/2020,1351,22388,22388,0,8,109,13,126,724,"6,03","7,47","103,79","187,25","1,22","1,24","1,06","0,89","11,00","85,43","84,60",7961,106552,"7,77"
19/09/2020,537,9832,9832,0,12,65,8,125,755,"5,46","7,17","102,18","187,11","1,25","1,20","1,08","0,94","11,00","85,57","85,69",7837,109258,"7,78"
20/09/2020,498,6473,6473,0,7,75,16,134,794,"7,69","7,05","102,50","188,53","1,27","1,19","1,12","1,01","11,71","87,57","81,48",7862,111477,"7,48"
21/09/2020,1522,20238,20238,0,16,74,4,135,808,"7,52","6,89","104,09","191,20","1,31","1,20","1,10","0,99","11,00","85,29","89,75",7984,115829,"7,75"
22/09/2020,1228,24631,24631,0,4,89,27,145,776,"4,99","6,49","101,99","192,10","1,35","1,13","1,07","1,15","13,00","84,00","78,33",7823,120528,"6,46"
23/09/2020,1263,24105,24105,0,9,92,13,138,780,"5,24","6,07","100,46","193,39","1,39","1,08","1,04","1,15","13,00","84,00","78,48",7705,126833,"6,46"
24/09/2020,925,16239,16239,0,16,80,6,136,769,"5,70","5,91","95,49","188,60","1,35","1,03","1,04","1,16","12,43","83,43","91,51",7324,123906,"6,71"
25/09/2020,1242,24086,24086,0,13,102,17,138,738,"5,16","5,74","94,07","197,86","1,18","0,91","0,96","1,18","13,00","82,43","86,12",7215,125604,"6,34"
26/09/2020,561,8964,8964,0,5,79,10,137,779,"6,26","5,80","94,38","196,56","1,14","0,92","0,99","1,21","13,29","84,43","84,54",7239,124736,"6,35"
27/09/2020,424,5780,5780,0,18,61,11,135,801,"7,34","5,78","93,42","195,92","1,11","0,91","0,94","1,07","12,57","82,43","90,73",7165,124043,"6,56"
28/09/2020,1574,22391,22391,0,10,95,12,139,800,"7,03","5,72","94,09","198,19","1,09","0,90","1,00","1,25","13,71","85,43","81,49",7217,126196,"6,23"
29/09/2020,1478,27439,27439,0,19,102,18,145,798,"5,39","5,79","97,35","199,35","1,07","0,95","1,04","0,96","12,43","87,29","88,56",7467,129004,"7,02"
30/09/2020,1441,26312,26312,0,18,116,19,149,798,"5,48","5,83","99,67","200,13","1,03","0,99","1,08","1,02","13,29","90,71","78,75",7645,131211,"6,83"
01/10/2020,1560,23259,23259,0,12,119,21,157,785,"6,71","5,99","107,95","203,44","1,12","1,13","1,15","1,24","15,43","96,29","66,81",8280,138231,"6,24"
02/10/2020,1808,28494,28494,0,11,138,21,157,767,"6,35","6,20","115,33","209,40","1,14","1,23","1,23","1,23","16,00","101,43","64,63",8846,142639,"6,34"
03/10/2020,693,9717,9717,0,7,85,12,165,794,"7,13","6,26","117,05","211,43","1,15","1,24","1,21","1,23","16,29","102,29","62,85",8978,143392,"6,28"
04/10/2020,591,6455,6455,0,15,78,13,166,839,"9,16","6,35","119,23","212,65","1,16","1,28","1,27","1,32","16,57","104,71","62,22",9145,144067,"6,32"
05/10/2020,2149,23650,23650,0,12,102,20,175,849,"9,09","6,69","126,73","220,82","1,15","1,35","1,24","1,29","17,71","105,71","60,22",9720,145326,"5,97"
06/10/2020,2075,32251,32251,0,18,127,20,171,830,"6,43","6,87","134,51","231,86","1,16","1,38","1,25","1,45","18,00","109,29","60,67",10317,150138,"6,07"
07/10/2020,2198,27456,27456,0,9,140,17,158,843,"8,01","7,32","144,38","244,05","1,15","1,45","1,24","1,33","17,71","112,71","66,77",11074,151282,"6,36"
08/10/2020,2519,26937,26937,0,14,144,23,162,869,"9,35","7,77","156,88","264,84","1,12","1,45","1,21","1,17","18,00","116,29","70,21",12033,154960,"6,46"
09/10/2020,2907,30341,30341,0,21,168,16,159,851,"9,58","8,37","171,21","286,54","1,10","1,48","1,19","1,08","17,29","120,57","74,20",13132,156807,"6,98"
10/10/2020,1212,11172,11172,0,20,112,21,158,903,"10,85","8,63","177,98","295,03","1,10","1,52","1,22","1,14","18,57","124,43","70,35",13651,158262,"6,70"
11/10/2020,1156,8332,8332,0,21,113,22,170,969,"13,87","8,88","185,35","304,58","1,11","1,55","1,24","1,20","19,86","129,43","69,93",14216,160139,"6,52"
12/10/2020,1329,7231,7231,0,18,116,18,172,1002,"18,38","9,32","174,65","301,38","0,99","1,38","1,24","1,10","19,57","131,43","75,31",13396,143720,"6,72"
13/10/2020,3704,29772,29772,0,15,206,26,191,1026,"12,44","10,64","195,89","330,40","0,94","1,46","1,31","1,13","20,43","142,71","77,44",15025,141241,"6,99"
14/10/2020,3770,35316,35316,0,13,207,29,186,1072,"10,68","11,13","216,39","360,77","0,99","1,50","1,35","1,25","22,14","152,29","77,63",16597,149101,"6,88"
15/10/2020,3699,38138,38138,0,22,228,18,192,1124,"9,70","11,09","231,77","388,66","1,03","1,48","1,41","1,19","21,43","164,29","87,55",17777,160302,"7,67"
16/10/2020,4113,39486,39486,0,26,231,31,206,1122,"10,42","11,20","247,50","418,71","1,08","1,45","1,44","1,36","23,57","173,29","82,73",18983,169447,"7,35"
17/10/2020,1901,17474,17347,127,29,183,20,211,1231,"10,88","11,19","256,48","434,46","1,11","1,44","1,47","1,26","23,43","183,43","86,68",19672,175749,"7,83"
18/10/2020,1668,11074,10926,148,24,170,19,214,1331,"15,06","11,31","263,16","448,50","1,11","1,42","1,48","1,16","23,00","191,57","83,20",20184,178491,"8,33"
19/10/2020,5612,36454,36149,305,35,270,45,238,1433,"15,39","11,78","319,00","493,65","1,45","1,83","1,63","1,37","26,86","213,57","79,92",24467,207714,"7,95"
20/10/2020,5735,44565,43423,1142,25,254,39,249,1471,"12,87","11,91","345,48","541,37","1,58","1,76","1,54","1,41","28,71","220,43","82,57",26498,222507,"7,68"
21/10/2020,5998,48586,46215,2371,27,305,43,286,1672,"12,35","12,18","374,52","590,91","1,58","1,73","1,54","1,39","30,71","234,43","82,68",28726,235777,"7,63"
22/10/2020,5867,46309,42864,3445,36,285,38,300,1742,"12,67","12,66","402,79","634,56","1,52","1,74","1,48","1,57","33,57","242,57","80,78",30894,243948,"7,23"
23/10/2020,5708,47985,44105,3880,44,303,46,331,1780,"11,90","12,87","423,59","671,08","1,49","1,71","1,46","1,52","35,71","252,86","78,69",32489,252447,"7,08"
24/10/2020,2531,19157,17727,1430,33,249,32,348,1944,"13,21","13,03","431,80","688,28","1,45","1,68","1,43","1,60","37,43","262,29","77,04",33119,254130,"7,01"
25/10/2020,1984,12233,10937,1296,29,239,30,356,2079,"16,22","13,10","435,92","699,07","1,43","1,66","1,42","1,70","39,00","272,14","89,62",33435,255289,"6,98"
26/10/2020,6456,43674,37361,6313,55,339,55,375,2201,"14,78","13,06","446,92","765,92","1,26","1,40","1,32","1,51","40,43","282,00","93,63",34279,262509,"6,98"
27/10/2020,5811,52027,45921,6106,44,380,58,410,2288,"11,17","12,73","447,91","793,39","1,21","1,30","1,36","1,50","43,14","300,00","95,12",34355,269971,"6,95"
28/10/2020,5388,50122,42730,7392,52,339,50,434,2386,"10,75","12,43","439,96","814,49","1,15","1,17","1,30","1,44","44,14","304,86","99,98",33745,271507,"6,91"
29/10/2020,4634,49352,41427,7925,46,348,105,447,2455,"9,39","11,84","423,89","826,68","1,13","1,05","1,29","1,60","53,71","313,86","86,41",32512,274550,"5,84"
30/10/2020,4947,52598,43437,9161,74,349,63,460,2405,"9,41","11,37","413,96","837,55","1,11","0,98","1,27","1,57","56,14","320,43","84,27",31751,279163,"5,71"
31/10/2020,2370,22163,19386,2777,65,270,36,465,2545,"10,69","11,20","411,86","843,66","1,11","0,95","1,23","1,52","56,71","323,43","84,22",31590,282169,"5,70"
01/11/2020,1613,11192,9485,1707,51,214,30,479,2710,"14,41","11,10","407,03","842,95","1,10","0,93","1,18","1,45","56,71","319,86","86,35",31219,281128,"5,64"
02/11/2020,5866,43203,30944,12259,68,357,63,490,2671,"13,58","10,91","399,34","846,26","1,07","0,89","1,14","1,43","57,86","322,43","84,83",30629,280657,"5,57"
03/11/2020,5074,50751,38674,12077,75,363,39,482,2720,"10,00","10,70","389,73","837,64","1,03","0,87","1,07","1,28","55,14","320,00","87,42",29892,279381,"5,80"
04/11/2020,4217,49349,37906,11443,76,362,57,480,2779,"8,55","10,31","374,46","814,42","1,03","0,85","1,06","1,27","56,14","323,29","82,73",28721,278608,"5,76"
05/11/2020,3966,45950,34497,11453,86,284,43,472,2716,"8,63","10,19","365,75","789,63","1,00","0,86","1,00","0,88","47,29","314,14","95,92",28053,275206,"6,64"
06/11/2020,3699,47153,35452,11701,64,316,49,486,2614,"7,84","9,94","349,48","763,44","0,97","0,84","0,97","0,81","45,29","309,43","99,65",26805,269761,"6,83"
07/11/2020,1630,16856,13629,3227,60,247,56,499,2699,"9,67","9,86","339,83","751,69","0,94","0,83","0,95","0,85","48,14","306,14","92,64",26065,264454,"6,36"
08/11/2020,928,7833,5526,2307,65,193,31,510,2811,"11,85","9,72","330,90","737,93","0,93","0,81","0,95","0,85","48,29","303,14","90,62",25380,261095,"6,28"
09/11/2020,3956,40078,27575,12503,74,258,47,517,2727,"9,87","9,10","306,00","705,33","0,92","0,77","0,90","0,80","46,00","289,00","92,83",23470,257970,"6,28"
10/11/2020,3372,43796,32234,11562,69,310,66,523,2661,"7,70","8,67","283,81","673,53","0,90","0,73","0,88","0,90","49,86","281,43","82,30",21768,251015,"5,64"
11/11/2020,2807,38928,28764,10164,67,299,43,499,2679,"7,21","8,46","265,42","639,88","0,86","0,71","0,84","0,85","47,86","272,43","83,74",20358,240594,"5,69"
12/11/2020,2540,34224,24620,9604,72,255,48,504,2633,"7,42","8,27","246,83","612,58","0,83","0,67","0,85","1,03","48,57","268,29","78,84",18932,228868,"5,52"
13/11/2020,2398,36948,27387,9561,58,289,42,501,2458,"6,49","8,06","229,87","579,35","0,81","0,66","0,85","1,05","47,57","264,43","78,27",17631,218663,"5,56"
14/11/2020,1027,12726,9950,2776,58,185,30,511,2524,"8,07","7,94","222,01","561,84","0,81","0,65","0,83","0,91","43,86","255,57","82,67",17028,214533,"5,83"
15/11/2020,619,6633,4554,2079,52,144,30,517,2553,"9,33","7,84","217,98","548,88","0,82","0,66","0,82","0,91","43,71","248,57","76,70",16719,213333,"5,69"
16/11/2020,2717,35144,24026,11118,70,236,31,512,2501,"7,73","7,43","201,83","507,82","0,81","0,66","0,85","0,90","41,43","245,43","75,06",15480,208399,"5,92"
17/11/2020,2357,37483,28307,9176,63,211,35,501,2402,"6,29","7,16","188,59","472,40","0,81","0,66","0,82","0,74","37,00","231,29","78,60",14465,202086,"6,25"
18/11/2020,1944,32096,23753,8343,59,192,25,491,2300,"6,06","6,97","177,34","442,76","0,81","0,67","0,79","0,72","34,43","216,00","78,56",13602,195254,"6,27"
19/11/2020,1636,30835,22693,8142,57,194,31,484,2216,"5,31","6,62","165,55","412,39","0,84","0,67","0,77","0,66","32,00","207,29","78,71",12698,191865,"6,48"
20/11/2020,1582,30838,22891,7947,50,192,21,467,2047,"5,13","6,40","154,92","384,78","0,85","0,67","0,73","0,61","29,00","193,43","83,88",11882,185755,"6,67"
21/11/2020,652,10109,7982,2127,51,140,27,470,2102,"6,45","6,28","150,03","372,03","0,85","0,68","0,73","0,65","28,57","187,00","83,60",11507,183138,"6,55"
22/11/2020,446,5395,3570,1825,42,121,21,469,2132,"8,27","6,23","147,77","365,75","0,85","0,68","0,74","0,62","27,29","183,71","81,05",11334,181900,"6,73"
23/11/2020,1777,32556,20977,11579,46,174,24,448,2010,"5,46","5,80","135,51","337,34","0,86","0,67","0,71","0,63","26,29","174,86","78,61",10394,179312,"6,65"
24/11/2020,1628,37359,25875,11484,25,184,42,430,1945,"4,36","5,39","126,01","314,60","0,89","0,67","0,74","0,74","27,29","171,00","71,21",9665,179188,"6,27"
25/11/2020,1430,36041,24176,11865,58,168,31,411,1830,"3,97","5,00","119,31","296,65","0,94","0,67","0,78","0,82","28,14","167,57","64,46",9151,183133,"5,95"
26/11/2020,1434,33766,23407,10359,56,153,33,406,1748,"4,25","4,81","116,68","282,23","0,97","0,70","0,78","0,89","28,43","161,71","59,71",8949,186064,"5,69"
27/11/2020,1471,34149,23031,11118,44,143,18,395,1653,"4,31","4,67","115,23","270,14","1,02","0,74","0,80","0,97","28,00","154,71","58,71",8838,189375,"5,53"
28/11/2020,659,14784,10606,4178,55,123,10,394,1711,"4,46","4,56","115,32","265,35","1,06","0,77","0,81","0,90","25,57","152,29","63,32",8845,194050,"5,96"
29/11/2020,461,6094,4037,2057,50,97,17,391,1759,"7,56","4,55","115,51","263,29","1,07","0,78","0,81","0,92","25,00","148,86","59,39",8860,194749,"5,95"
30/11/2020,1672,32931,19460,13471,47,141,20,381,1718,"5,08","4,49","114,15","249,66","1,09","0,84","0,82","0,93","24,43","144,14","56,52",8755,195124,"5,90"
01/12/2020,1507,41543,23575,17968,52,146,22,379,1648,"3,63","4,33","112,57","238,58","1,11","0,89","0,81","0,79","21,57","138,71","60,60",8634,199308,"6,43"
02/12/2020,1373,44567,24510,20057,46,149,24,371,1573,"3,08","4,13","111,83","231,13","1,13","0,94","0,81","0,73","20,57","136,00","62,15",8577,207834,"6,61"
03/12/2020,1300,44417,21871,22546,64,160,25,363,1525,"2,93","3,86","110,08","226,75","1,17","0,94","0,85","0,68","19,43","137,00","64,99",8443,218485,"7,05"
04/12/2020,1212,41668,21334,20334,44,159,24,355,1481,"2,91","3,62","106,70","221,93","1,19","0,93","0,90","0,72","20,29","139,29","62,29",8184,226004,"6,87"
05/12/2020,502,17314,8920,8394,33,145,14,344,1527,"2,90","3,51","104,65","219,97","1,18","0,91","0,94","0,82","20,86","142,43","60,68",8027,228534,"6,83"
06/12/2020,367,6259,3302,2957,37,93,12,347,1589,"5,86","3,47","103,43","218,94","1,17","0,90","0,95","0,81","20,14","141,86","62,09",7933,228699,"7,04"
07/12/2020,1582,30847,17087,13760,34,123,19,326,1568,"5,13","3,46","102,26","216,40","1,16","0,90","0,97","0,82","20,00","139,29","61,67",7843,226615,"6,96"
08/12/2020,495,7430,5205,2225,36,117,12,323,1595,"6,66","3,55","89,06","201,63","0,97","0,79","0,97","0,86","18,57","135,14","65,98",6831,192502,"7,28"
09/12/2020,2037,42547,22339,20208,44,153,30,312,1497,"4,79","3,93","97,72","209,54","0,92","0,87","1,00","0,94","19,43","135,71","62,08",7495,190482,"6,99"
10/12/2020,1832,46344,25583,20761,50,135,19,295,1433,"3,95","4,17","104,65","214,73","0,88","0,95","0,96","0,96","18,57","132,14","62,95",8027,192409,"7,12"
11/12/2020,1882,46242,24914,21328,33,175,23,295,1402,"4,07","4,42","113,39","220,09","0,87","1,06","0,97","0,91","18,43","134,43","62,22",8697,196983,"7,29"
12/12/2020,866,19934,11525,8409,36,128,21,294,1451,"4,34","4,54","118,14","222,79","0,87","1,13","0,93","0,93","19,43","132,00","58,33",9061,199603,"6,79"
13/12/2020,703,7399,4286,3113,36,94,14,298,1539,"9,50","4,68","122,52","225,95","0,88","1,18","0,93","0,98","19,71","132,14","56,83",9397,200743,"6,70"
14/12/2020,2552,41005,22199,18806,26,167,25,292,1513,"6,22","4,92","135,16","237,42","0,93","1,32","0,99","1,03","20,57","138,43","47,44",10367,210901,"6,73"
15/12/2020,2319,49461,29799,19662,34,165,31,296,1491,"4,69","4,82","158,94","248,01","1,31","1,78","1,08","1,25","23,29","145,29","45,98",12191,252932,"6,24"
16/12/2020,2177,47145,26623,20522,30,175,18,292,1532,"4,62","4,79","160,77","258,49","1,35","1,65","1,09","1,11","21,57","148,43","53,16",12331,257530,"6,88"
17/12/2020,2105,47778,25968,21810,29,187,29,295,1541,"4,41","4,87","164,33","268,98","1,35","1,57","1,18","1,24","23,00","155,86","54,02",12604,258964,"6,78"
18/12/2020,2267,49237,25598,23639,38,178,22,283,1522,"4,60","4,96","169,35","282,74","1,33","1,49","1,16","1,24","22,86","156,29","56,63",12989,261959,"6,84"
19/12/2020,1107,18088,11514,6574,36,134,20,284,1574,"6,12","5,09","175,00","290,63","1,30","1,46","1,19","1,17","22,71","157,14","59,10",13230,260113,"6,92"
20/12/2020,828,11278,7535,3743,39,138,22,293,1639,"7,34","5,06","176,65","296,64","1,32","1,42","1,24","1,21","23,86","163,43","62,08",13355,263992,"6,85"
21/12/2020,2979,48209,24381,23828,34,168,22,282,1627,"6,18","5,08","182,30","319,43","1,29","1,33","1,18","1,14","23,43","163,57","74,34",13782,271196,"6,98"
22/12/2020,2780,57790,31396,26394,43,193,29,287,1634,"4,81","5,10","188,40","349,66","1,11","1,17","1,15","0,99","23,14","167,57","76,12",14243,279525,"7,24"
23/12/2020,2721,56582,30739,25843,48,184,28,287,1572,"4,81","5,12","195,60","358,70","1,12","1,20","1,14","1,14","24,57","168,86","73,28",14787,288962,"6,87"
24/12/2020,2334,47321,23905,23416,33,177,24,281,1539,"4,93","5,20","198,62","365,34","1,11","1,19","1,07","1,04","23,86","167,43","77,78",15016,288505,"7,02"
25/12/2020,880,9041,5391,3650,35,147,23,292,1615,"9,73","5,49","180,28","352,09","0,95","1,05","1,04","1,05","24,00","163,00","78,75",13629,248309,"6,79"
26/12/2020,1106,11059,6702,4357,36,150,26,303,1673,"10,00","5,65","180,26","355,26","0,93","1,03","1,05","1,09","24,86","165,29","76,75",13628,241280,"6,65"
27/12/2020,1126,9115,4994,4121,42,153,31,321,1757,"12,35","5,82","184,21","360,86","0,91","1,04","1,02","1,10","26,14","167,43","75,31",13926,239117,"6,40"
28/12/2020,3998,41769,21813,19956,47,226,37,335,1803,"9,57","6,42","197,69","379,99","0,86","1,08","1,07","1,21","28,29","175,71","71,93",14945,232677,"6,21"
29/12/2020,3976,46168,26460,19708,45,224,25,335,1820,"8,61","7,30","213,51","401,90","0,79","1,13","1,08","1,20","27,71","180,14","76,22",16141,221055,"6,50"
30/12/2020,3739,47323,27647,19676,47,208,24,328,1805,"7,90","8,10","226,97","422,57","0,73","1,16","1,09","1,10","27,14","183,57","79,03",17159,211796,"6,76"
31/12/2020,3387,39624,22441,17183,47,199,41,340,1772,"8,55","8,92","240,90","439,52","0,71","1,21","1,12","1,24","29,57","186,71","65,84",18212,204099,"6,31"
01/01/2021,1107,9226,5750,3476,38,174,18,335,1879,"12,00","9,03","243,90","424,18","0,82","1,35","1,17","1,20","28,86","190,57","67,47",18439,204284,"6,60"
02/01/2021,1664,15151,9209,5942,45,181,25,340,1986,"10,98","9,12","251,28","431,55","0,86","1,39","1,18","1,16","28,71","195,00","69,28",18997,208376,"6,79"
03/01/2021,1435,9578,5149,4429,4,176,39,351,2123,"14,98","9,24","255,37","439,58","0,87","1,39","1,18","1,14","29,86","198,29","71,51",19306,208839,"6,64"
04/01/2021,4724,44131,22826,21305,45,211,47,378,2102,"10,70","9,48","264,97","462,66","0,91","1,34","1,12","1,11","31,29","196,14","73,70",20032,211201,"6,27"
05/01/2021,4548,49688,30372,19316,89,228,32,366,2060,"9,15","9,60","272,54","486,04","0,97","1,28","1,09","1,16","32,29","196,71","75,92",20604,214721,"6,09"
06/01/2021,1415,12267,8401,3866,49,158,37,385,2167,"11,54","10,17","241,80","468,77","0,85","1,07","1,03","1,26","34,14","189,57","76,20",18280,179665,"5,55"
07/01/2021,4577,46582,26884,19698,61,236,41,400,2247,"9,83","10,43","257,54","498,44","0,91","1,07","1,04","1,15","34,14","194,86","77,15",19470,186623,"5,71"
08/01/2021,4539,50750,34403,16347,57,245,12,411,2356,"8,94","10,04","302,94","546,84","1,12","1,24","1,08","1,15","33,29","205,00","81,53",22902,228147,"6,16"
09/01/2021,1950,19064,13826,5238,65,218,66,405,2344,"10,23","9,99","306,72","558,00","1,11","1,22","1,08","1,36","39,14","210,29","70,46",23188,232060,"5,37"
10/01/2021,1678,10421,6346,4075,54,178,34,416,2408,"16,10","10,06","309,93","565,30","1,12","1,21","1,06","1,29","38,43","210,57","74,47",23431,232903,"5,48"
11/01/2021,5501,51999,32801,19198,56,243,58,437,2459,"10,58","10,05","320,21","585,19","1,14","1,21","1,10","1,28","40,00","215,14","73,59",24208,240771,"5,38"
12/01/2021,4609,60605,43915,16690,49,263,39,453,2520,"7,60","9,64","321,02","593,56","1,17","1,18","1,12","1,27","41,00","220,14","63,69",24269,251688,"5,37"
13/01/2021,3159,43662,28216,15446,9,224,42,452,2544,"7,24","9,19","344,09","585,89","1,58","1,42","1,21","1,22","41,71","229,57","66,68",26013,283083,"5,50"
14/01/2021,1897,13582,4040,9542,4,2,34,466,2532,"13,97","9,33","308,64","566,18","1,34","1,20","1,01","1,19","40,71","196,14","80,36",23333,250083,"4,82"
